,Data,Vendedor,Produto,Forma Pagamento,Preço Unitário,Qtd,Unnamed: 7,Unnamed: 8
3124,1/5/2018,Felipe Melo,Produto A,Dinheiro,R$ 445.50,2,,
3125,1/6/2018,Diana Martins,Produto D,Boleto Bancário,R$ 759.00,1,,
3126,1/6/2018,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
3127,1/6/2018,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
3128,1/6/2018,Clara Nunes,Produto E,Dinheiro,R$ 709.50,1,,
3129,1/6/2018,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
3130,1/6/2018,Camila Souza,Produto A,Boleto Bancário,R$ 445.50,1,,
3131,1/7/2018,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
3132,1/7/2018,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,3,,
3133,1/7/2018,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,2,,
3134,1/7/2018,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,2,,
3135,1/7/2018,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
3136,1/7/2018,Camila Souza,Produto H,Boleto Bancário,R$ 396.00,1,,
3137,1/9/2018,Clara Nunes,Produto D,Dinheiro,R$ 759.00,1,,
3138,1/9/2018,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,3,,
3139,1/9/2018,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
3140,1/9/2018,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
3141,1/9/2018,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
3142,1/9/2018,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
3143,1/10/2018,Felipe Melo,Produto G,Boleto Bancário,R$ 165.00,3,,
3144,1/10/2018,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
3145,1/10/2018,Anderson Gomes,Produto J,Boleto Bancário,R$ 66.00,1,,
3146,1/11/2018,Renato Souza,Produto E,Dinheiro,R$ 709.50,1,,
3147,1/12/2018,Clara Nunes,Produto D,Dinheiro,R$ 759.00,1,,
3148,1/12/2018,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
3149,1/12/2018,Diana Martins,Produto H,Boleto Bancário,R$ 396.00,1,,
3150,1/13/2018,Renato Souza,Produto J,Boleto Bancário,R$ 66.00,1,,
3151,1/13/2018,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,3,,
3152,1/13/2018,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,2,,
3153,1/13/2018,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,2,,
3154,1/13/2018,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
3155,1/14/2018,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
3156,1/14/2018,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,3,,
3157,1/14/2018,Camila Souza,Produto B,Dinheiro,R$ 577.50,3,,
3158,1/14/2018,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3159,1/14/2018,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,2,,
3160,1/14/2018,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,2,,
3161,1/15/2018,Felipe Melo,Produto B,Dinheiro,R$ 577.50,1,,
3162,1/15/2018,Anderson Gomes,Produto I,Boleto Bancário,R$ 759.00,1,,
3163,1/15/2018,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
3164,1/16/2018,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
3165,1/16/2018,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,1,,
3166,1/16/2018,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
3167,1/16/2018,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,3,,
3168,1/16/2018,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
3169,1/17/2018,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,1,,
3170,1/17/2018,Felipe Melo,Produto I,Boleto Bancário,R$ 759.00,2,,
3171,1/18/2018,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
3172,1/18/2018,Renato Souza,Produto C,Dinheiro,R$ 148.50,1,,
3173,1/18/2018,Felipe Melo,Produto J,Dinheiro,R$ 66.00,1,,
3174,1/18/2018,Felipe Melo,Produto E,Boleto Bancário,R$ 709.50,1,,
3175,1/18/2018,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
3176,1/19/2018,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
3177,1/20/2018,Anderson Gomes,Produto I,Dinheiro,R$ 759.00,3,,
3178,1/20/2018,Anderson Gomes,Produto E,Boleto Bancário,R$ 709.50,1,,
3179,1/20/2018,Diana Martins,Produto I,Boleto Bancário,R$ 759.00,2,,
3180,1/20/2018,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
3181,1/20/2018,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,1,,
3182,1/21/2018,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
3183,1/22/2018,Felipe Melo,Produto D,Boleto Bancário,R$ 759.00,1,,
3184,1/23/2018,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,3,,
3185,1/24/2018,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
3186,1/24/2018,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
3187,1/25/2018,Renato Souza,Produto J,Dinheiro,R$ 66.00,1,,
3188,1/25/2018,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
3189,1/25/2018,Felipe Melo,Produto J,Dinheiro,R$ 66.00,1,,
3190,1/26/2018,Felipe Melo,Produto A,Dinheiro,R$ 445.50,1,,
3191,1/26/2018,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,1,,
3192,1/26/2018,Camila Souza,Produto I,Dinheiro,R$ 759.00,1,,
3193,1/27/2018,Diana Martins,Produto G,Boleto Bancário,R$ 165.00,1,,
3194,1/27/2018,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
3195,1/27/2018,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,3,,
3196,1/27/2018,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
3197,1/28/2018,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
3198,1/28/2018,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
3199,1/28/2018,Renato Souza,Produto H,Dinheiro,R$ 396.00,1,,
3200,1/28/2018,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
3201,1/28/2018,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
3202,1/29/2018,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
3203,1/29/2018,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,2,,
3204,1/29/2018,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
3205,1/30/2018,Felipe Melo,Produto H,Dinheiro,R$ 396.00,1,,
3206,1/30/2018,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
3207,1/30/2018,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,3,,
3208,1/31/2018,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
3209,1/31/2018,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
3210,2/1/2018,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
3211,2/1/2018,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
3212,2/2/2018,Renato Souza,Produto D,Boleto Bancário,R$ 759.00,1,,
3213,2/3/2018,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
3214,2/4/2018,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,3,,
3215,2/4/2018,Anderson Gomes,Produto G,Boleto Bancário,R$ 165.00,1,,
3216,2/5/2018,Anderson Gomes,Produto J,Boleto Bancário,R$ 66.00,1,,
3217,2/5/2018,Camila Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
3218,2/5/2018,Camila Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
3219,2/6/2018,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,1,,
3220,2/6/2018,Diana Martins,Produto H,Cartão de Crédito,R$ 396.00,2,,
3221,2/6/2018,Clara Nunes,Produto A,Boleto Bancário,R$ 445.50,1,,
3222,2/7/2018,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
3223,2/8/2018,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
3224,2/8/2018,Clara Nunes,Produto F,Dinheiro,R$ 478.50,2,,
3225,2/8/2018,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
3226,2/8/2018,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,3,,
3227,2/8/2018,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
3228,2/9/2018,Camila Souza,Produto G,Dinheiro,R$ 165.00,1,,
3229,2/9/2018,Diana Martins,Produto F,Boleto Bancário,R$ 478.50,1,,
3230,2/9/2018,Anderson Gomes,Produto C,Dinheiro,R$ 148.50,1,,
3231,2/10/2018,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,3,,
3232,2/10/2018,Camila Souza,Produto I,Boleto Bancário,R$ 759.00,1,,
3233,2/10/2018,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3234,2/10/2018,Camila Souza,Produto H,Dinheiro,R$ 396.00,1,,
3235,2/10/2018,Diana Martins,Produto D,Dinheiro,R$ 759.00,1,,
3236,2/11/2018,Felipe Melo,Produto G,Cartão de Crédito,R$ 165.00,1,,
3237,2/11/2018,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
3238,2/11/2018,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,2,,
3239,2/11/2018,Diana Martins,Produto B,Cartão de Crédito,R$ 577.50,1,,
3240,2/11/2018,Renato Souza,Produto B,Boleto Bancário,R$ 577.50,2,,
3241,2/11/2018,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,3,,
3242,2/11/2018,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,3,,
3243,2/11/2018,Camila Souza,Produto F,Boleto Bancário,R$ 478.50,1,,
3244,2/12/2018,Diana Martins,Produto E,Boleto Bancário,R$ 709.50,3,,
3245,2/12/2018,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
3246,2/13/2018,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
3247,2/13/2018,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
3248,2/13/2018,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
3249,2/13/2018,Clara Nunes,Produto F,Dinheiro,R$ 478.50,1,,
3250,2/14/2018,Clara Nunes,Produto D,Dinheiro,R$ 759.00,1,,
3251,2/14/2018,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,2,,
3252,2/14/2018,Felipe Melo,Produto G,Cartão de Crédito,R$ 165.00,2,,
3253,2/15/2018,Clara Nunes,Produto C,Boleto Bancário,R$ 148.50,1,,
3254,2/16/2018,Clara Nunes,Produto A,Dinheiro,R$ 445.50,1,,
3255,2/16/2018,Renato Souza,Produto G,Dinheiro,R$ 165.00,2,,
3256,2/16/2018,Anderson Gomes,Produto A,Boleto Bancário,R$ 445.50,1,,
3257,2/16/2018,Diana Martins,Produto I,Boleto Bancário,R$ 759.00,3,,
3258,2/16/2018,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
3259,2/17/2018,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,3,,
3260,2/17/2018,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
3261,2/17/2018,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
3262,2/17/2018,Camila Souza,Produto C,Dinheiro,R$ 148.50,2,,
3263,2/17/2018,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
3264,2/18/2018,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
3265,2/18/2018,Felipe Melo,Produto J,Boleto Bancário,R$ 66.00,1,,
3266,2/18/2018,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,2,,
3267,2/18/2018,Clara Nunes,Produto B,Cartão de Crédito,R$ 577.50,1,,
3268,2/18/2018,Diana Martins,Produto H,Cartão de Crédito,R$ 396.00,1,,
3269,2/18/2018,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3270,2/19/2018,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,2,,
3271,2/19/2018,Anderson Gomes,Produto C,Boleto Bancário,R$ 148.50,1,,
3272,2/19/2018,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3273,2/20/2018,Clara Nunes,Produto H,Dinheiro,R$ 396.00,1,,
3274,2/20/2018,Diana Martins,Produto A,Boleto Bancário,R$ 445.50,2,,
3275,2/20/2018,Camila Souza,Produto B,Dinheiro,R$ 577.50,2,,
3276,2/21/2018,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,1,,
3277,2/21/2018,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,1,,
3278,2/22/2018,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
3279,2/22/2018,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
3280,2/22/2018,Camila Souza,Produto F,Boleto Bancário,R$ 478.50,1,,
3281,2/22/2018,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
3282,2/23/2018,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
3283,2/23/2018,Clara Nunes,Produto F,Dinheiro,R$ 478.50,1,,
3284,2/24/2018,Felipe Melo,Produto F,Boleto Bancário,R$ 478.50,1,,
3285,2/25/2018,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
3286,2/25/2018,Camila Souza,Produto I,Boleto Bancário,R$ 759.00,1,,
3287,2/26/2018,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
3288,2/27/2018,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
3289,2/27/2018,Camila Souza,Produto A,Boleto Bancário,R$ 445.50,1,,
3290,2/27/2018,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,2,,
3291,2/27/2018,Felipe Melo,Produto E,Boleto Bancário,R$ 709.50,3,,
3292,2/27/2018,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
3293,2/27/2018,Diana Martins,Produto A,Boleto Bancário,R$ 445.50,1,,
3294,3/1/2018,Renato Souza,Produto F,Boleto Bancário,R$ 478.50,2,,
3295,3/1/2018,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
3296,3/1/2018,Diana Martins,Produto I,Dinheiro,R$ 759.00,1,,
3297,3/2/2018,Clara Nunes,Produto C,Dinheiro,R$ 148.50,1,,
3298,3/3/2018,Felipe Melo,Produto A,Boleto Bancário,R$ 445.50,1,,
3299,3/3/2018,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,3,,
3300,3/3/2018,Anderson Gomes,Produto C,Boleto Bancário,R$ 148.50,1,,
3301,3/4/2018,Camila Souza,Produto B,Dinheiro,R$ 577.50,1,,
3302,3/4/2018,Diana Martins,Produto H,Boleto Bancário,R$ 396.00,1,,
3303,3/4/2018,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
3304,3/5/2018,Felipe Melo,Produto B,Dinheiro,R$ 577.50,1,,
3305,3/5/2018,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3306,3/6/2018,Clara Nunes,Produto B,Dinheiro,R$ 577.50,3,,
3307,3/6/2018,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
3308,3/6/2018,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
3309,3/6/2018,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
3310,3/6/2018,Diana Martins,Produto J,Dinheiro,R$ 66.00,1,,
3311,3/7/2018,Renato Souza,Produto E,Boleto Bancário,R$ 709.50,1,,
3312,3/7/2018,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
3313,3/7/2018,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
3314,3/7/2018,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
3315,3/7/2018,Felipe Melo,Produto E,Boleto Bancário,R$ 709.50,2,,
3316,3/8/2018,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
3317,3/8/2018,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,3,,
3318,3/8/2018,Renato Souza,Produto D,Boleto Bancário,R$ 759.00,1,,
3319,3/8/2018,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
3320,3/9/2018,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,3,,
3321,3/9/2018,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
3322,3/9/2018,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,1,,
3323,3/10/2018,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
3324,3/11/2018,Clara Nunes,Produto B,Dinheiro,R$ 577.50,1,,
3325,3/12/2018,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
3326,3/13/2018,Diana Martins,Produto F,Dinheiro,R$ 478.50,3,,
3327,3/13/2018,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,3,,
3328,3/13/2018,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,2,,
3329,3/13/2018,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
3330,3/13/2018,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,2,,
3331,3/14/2018,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,2,,
3332,3/14/2018,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,2,,
3333,3/15/2018,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
3334,3/15/2018,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
3335,3/16/2018,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
3336,3/17/2018,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,2,,
3337,3/17/2018,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
3338,3/18/2018,Camila Souza,Produto I,Dinheiro,R$ 759.00,2,,
3339,3/18/2018,Camila Souza,Produto C,Dinheiro,R$ 148.50,1,,
3340,3/18/2018,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
3341,3/18/2018,Anderson Gomes,Produto H,Boleto Bancário,R$ 396.00,1,,
3342,3/18/2018,Clara Nunes,Produto D,Dinheiro,R$ 759.00,1,,
3343,3/18/2018,Clara Nunes,Produto C,Boleto Bancário,R$ 148.50,1,,
3344,3/19/2018,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,2,,
3345,3/19/2018,Renato Souza,Produto A,Dinheiro,R$ 445.50,1,,
3346,3/19/2018,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
3347,3/20/2018,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
3348,3/20/2018,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
3349,3/20/2018,Camila Souza,Produto E,Dinheiro,R$ 709.50,1,,
3350,3/21/2018,Clara Nunes,Produto I,Boleto Bancário,R$ 759.00,3,,
3351,3/22/2018,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
3352,3/22/2018,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,1,,
3353,3/23/2018,Diana Martins,Produto C,Dinheiro,R$ 148.50,1,,
3354,3/23/2018,Anderson Gomes,Produto G,Boleto Bancário,R$ 165.00,1,,
3355,3/23/2018,Clara Nunes,Produto B,Cartão de Crédito,R$ 577.50,1,,
3356,3/23/2018,Anderson Gomes,Produto I,Dinheiro,R$ 759.00,1,,
3357,3/23/2018,Renato Souza,Produto E,Boleto Bancário,R$ 709.50,3,,
3358,3/23/2018,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
3359,3/23/2018,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,1,,
3360,3/24/2018,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,3,,
3361,3/24/2018,Diana Martins,Produto D,Dinheiro,R$ 759.00,1,,
3362,3/24/2018,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
3363,3/24/2018,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
3364,3/24/2018,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
3365,3/25/2018,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,2,,
3366,3/25/2018,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,2,,
3367,3/25/2018,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
3368,3/26/2018,Felipe Melo,Produto J,Dinheiro,R$ 66.00,1,,
3369,3/26/2018,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3370,3/26/2018,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,3,,
3371,3/26/2018,Clara Nunes,Produto C,Dinheiro,R$ 148.50,3,,
3372,3/26/2018,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,2,,
3373,3/26/2018,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
3374,3/27/2018,Camila Souza,Produto G,Dinheiro,R$ 165.00,1,,
3375,3/27/2018,Diana Martins,Produto E,Dinheiro,R$ 709.50,1,,
3376,3/27/2018,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
3377,3/29/2018,Renato Souza,Produto J,Dinheiro,R$ 66.00,2,,
3378,3/29/2018,Felipe Melo,Produto I,Boleto Bancário,R$ 759.00,1,,
3379,3/29/2018,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3380,3/29/2018,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
3381,3/30/2018,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
3382,3/30/2018,Clara Nunes,Produto A,Boleto Bancário,R$ 445.50,1,,
3383,3/31/2018,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
3384,3/31/2018,Camila Souza,Produto D,Boleto Bancário,R$ 759.00,2,,
3385,3/31/2018,Anderson Gomes,Produto D,Dinheiro,R$ 759.00,1,,
3386,3/31/2018,Diana Martins,Produto C,Dinheiro,R$ 148.50,1,,
3387,3/31/2018,Clara Nunes,Produto G,Dinheiro,R$ 165.00,3,,
3388,4/1/2018,Clara Nunes,Produto I,Dinheiro,R$ 759.00,1,,
3389,4/1/2018,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,2,,
3390,4/2/2018,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
3391,4/3/2018,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
3392,4/3/2018,Felipe Melo,Produto I,Dinheiro,R$ 759.00,3,,
3393,4/3/2018,Felipe Melo,Produto F,Boleto Bancário,R$ 478.50,3,,
3394,4/3/2018,Camila Souza,Produto F,Boleto Bancário,R$ 478.50,1,,
3395,4/4/2018,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
3396,4/4/2018,Camila Souza,Produto F,Boleto Bancário,R$ 478.50,1,,
3397,4/5/2018,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
3398,4/5/2018,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
3399,4/5/2018,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,3,,
3400,4/6/2018,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
3401,4/6/2018,Renato Souza,Produto G,Boleto Bancário,R$ 165.00,1,,
3402,4/6/2018,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
3403,4/8/2018,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,1,,
3404,4/8/2018,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
3405,4/8/2018,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,3,,
3406,4/9/2018,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
3407,4/9/2018,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
3408,4/9/2018,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,1,,
3409,4/10/2018,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
3410,4/10/2018,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
3411,4/10/2018,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,2,,
3412,4/10/2018,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
3413,4/11/2018,Diana Martins,Produto D,Cartão de Crédito,R$ 759.00,1,,
3414,4/11/2018,Felipe Melo,Produto D,Dinheiro,R$ 759.00,1,,
3415,4/14/2018,Felipe Melo,Produto I,Dinheiro,R$ 759.00,1,,
3416,4/14/2018,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
3417,4/15/2018,Clara Nunes,Produto D,Boleto Bancário,R$ 759.00,2,,
3418,4/15/2018,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
3419,4/15/2018,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3420,4/15/2018,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
3421,4/15/2018,Anderson Gomes,Produto A,Dinheiro,R$ 445.50,2,,
3422,4/16/2018,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
3423,4/16/2018,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
3424,4/17/2018,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
3425,4/17/2018,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
3426,4/17/2018,Anderson Gomes,Produto F,Boleto Bancário,R$ 478.50,1,,
3427,4/17/2018,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,3,,
3428,4/17/2018,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,1,,
3429,4/17/2018,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
3430,4/17/2018,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
3431,4/17/2018,Anderson Gomes,Produto D,Dinheiro,R$ 759.00,1,,
3432,4/18/2018,Camila Souza,Produto C,Boleto Bancário,R$ 148.50,2,,
3433,4/18/2018,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
3434,4/18/2018,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,3,,
3435,4/18/2018,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,3,,
3436,4/19/2018,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
3437,4/19/2018,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
3438,4/19/2018,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
3439,4/20/2018,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
3440,4/20/2018,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,2,,
